state_abbreviation,state_name,reporting_month,flag_type,flag_description,metric_name,metric_value,comparison_value,interpretation_note
NV,Nevada,2023-08-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,10369.000000,7096.166667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NV,Nevada,2023-09-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,76474.000000,1083.600000,Review flag only; this does not identify a cause or indicate performance.
NV,Nevada,2023-11-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,31605.000000,17304.833333,"Review flag only; applications are descriptive operational indicators, not performance scores."
NV,Nevada,2024-04-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,11878.000000,8411.416667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NV,Nevada,2024-04-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-45624.000000,1083.600000,Review flag only; this does not identify a cause or indicate performance.
NV,Nevada,2025-11-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,26539.000000,19080.000000,"Review flag only; applications are descriptive operational indicators, not performance scores."
NV,Nevada,2025-12-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,30606.000000,19116.500000,"Review flag only; applications are descriptive operational indicators, not performance scores."
NV,Nevada,2026-02-01,high_missingness_caution,State has elevated missingness across preserved dashboard fields.,missingness_percent,15.790000,10.000000,"Review flag only; missingness should guide caution, not state performance labeling."
NV,Nevada,2026-02-01,latest_month_preliminary_reporting_caution,Latest month is preliminary and may be revised in later source updates.,latest_month_preliminary_status,,,Review flag only; preliminary reporting affects interpretation of the latest month.
NY,New York,2019-12-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,179075.000000,124330.090909,"Review flag only; applications are descriptive operational indicators, not performance scores."
NY,New York,2020-01-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,156687.000000,126471.083333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NY,New York,2020-05-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,155228.000000,127757.916667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NY,New York,2020-05-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,171153.000000,3342.164706,Review flag only; this does not identify a cause or indicate performance.
NY,New York,2021-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,305303.000000,113424.333333,"Review flag only; applications are descriptive operational indicators, not performance scores."
NY,New York,2021-02-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,268043.000000,125434.250000,"Review flag only; applications are descriptive operational indicators, not performance scores."
NY,New York,2021-03-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,377908.000000,138158.666667,"Review flag only; applications are descriptive operational indicators, not performance scores."
NY,New York,2021-04-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,375045.000000,159134.666667,"Review flag only; applications are descriptive operational indicators, not performance scores."
NY,New York,2022-08-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,434461.000000,315145.583333,"Review flag only; applications are descriptive operational indicators, not performance scores."
NY,New York,2022-10-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,512242.000000,327235.583333,"Review flag only; applications are descriptive operational indicators, not performance scores."
NY,New York,2022-10-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,87996.000000,75143.583333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NY,New York,2023-02-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,90505.000000,75406.416667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NY,New York,2023-09-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,649693.000000,391730.333333,"Review flag only; applications are descriptive operational indicators, not performance scores."
